,id,chat_history,gt_response,RLPA_response,blenderbot_response
2459,2459,"[usr] Last semester was probably the largest challenge of my life. I go to school for electrical engineering, and I took 6 courses. [sys] that is a lot.. most i ever took at one time was 5 classes and i cried at least twice that semester. [usr] Oh my gosh then you know! I have to say though, it all came out in the wash - 4 As and 2 Bs!",Damn that is impressive congrats.. I took 1 class last semester and got an A lol,i dealt with that myself.. got a 2.0 gpa and worked my way up to a D average gpa.,i get that.. sometimes you just have to do a lot of hard work to get where you want to be.
2460,2460,[usr] Waiting for something to come in the mail can send me in to a tizzy. It's even worse when it's parts I need to finish a computer repair job.,That's true. Did you finish the job?,Computer repair is a tough business to break into. So many people don't know how to fix their own computers it seems.,"Oh no, waiting for mail is the worst. Especially when it is something you are waiting on."
2461,2461,[usr] Waiting for something to come in the mail can send me in to a tizzy. It's even worse when it's parts I need to finish a computer repair job. [sys] That's true. Did you finish the job? [usr] I did get it done in the end. It was a nail biter since the client was leaving the day after the parts came.,That's really great. It's nice when everything works out in the end.,That's good. I hope the next part of the job goes well.  I am sure it will.,That's good. Your clients should be grateful for the time that you spent on the job.
2462,2462,[usr] Have you ever lost control of your bowels as an adult?,"Oh, all the time. I've got to change my Depens three times a day.","Yes I have, it's not fun! It's like your whole body shuts down.",Once or twice. I can't say that I've ever fainted from dehydration.
2463,2463,"[usr] Have you ever lost control of your bowels as an adult? [sys] Oh, all the time. I've got to change my Depens three times a day. [usr] Phew! I'm glad I am not the only one. Although for me, it happened in the middle of dinner at a small Vietnamese restaurant, and an employee walked in on me cleaning my pants in the sink!",Oh wow. I just would've blamed it on whoever I was with.,"Oh, that's happened to me before. You just have to laugh it off and carry on.","Oh, that's happened to me before. You just have to laugh it off and carry on."
2464,2464,"[usr] I went to a heavy metal music festival in Las Vegas a few years ago! I had fun, but to be honest it was a bit of an emotional roller coaster.","Oh, I don't know why concerts make me feel a bit sentimental",I love heavy metal!  What was your favorite band?  I liked Led Zeppelin and Black Sabbath.,"I'm not a big fan of heavy metal, but I'm sure it was an experience!"
2465,2465,"[usr] I went to a heavy metal music festival in Las Vegas a few years ago! I had fun, but to be honest it was a bit of an emotional roller coaster. [sys] Oh, I don't know why concerts make me feel a bit sentimental [usr] I think it's because everybody can relate when it comes to live music. My girlfriend broke up with me the second day, but we had to stay in the same room.",That must have been horrible! I'm so sorry you went thru that,"Sorry to hear about your girlfriend, but I'm glad you had a good experience at least!",I'm so sorry to hear that. It must have been very painful for both of you.
2466,2466,"[usr] You know how sometimes things don't go as planned, but it feels like they turn out better in the end?","Yes, some people call it fate.","I sure do.  In the end it all works out for the best, doesn't it?","Yes, they do. If they don't, well, there's nothing you can do about it. But at least you tried."
2467,2467,"[usr] You know how sometimes things don't go as planned, but it feels like they turn out better in the end? [sys] Yes, some people call it fate. [usr] You could call it that! I was supposed to go to a social event, but it got rained out and I ended up watching the rain for hours with my girlfriend.",That sounds so romantic!,"That's unfortunate, but I'm sure you had a good time while it lasted.",That's unfortunate. Hopefully next time it rains you and your girlfriend will have better weather.
2468,2468,"[usr] My father was having abdominal pain, so he went to the hospital and they discovered a tumor.","Oh no, was it benign?",I'm sorry to hear that. What kind of pain was he having?   I hope it's not serious.,"Oh no! I'm so sorry to hear that, what kind of pain is he having?"
2469,2469,"[usr] My father was having abdominal pain, so he went to the hospital and they discovered a tumor. [sys] Oh no, was it benign? [usr] It was cancerous, but the surgery to remove it seemed to go well. A few days later he passed away suddenly, with no exact cause of death.","That is so terrible, I'm so sorry.",I'm so sorry for your loss. I can't imagine what you must be going through.,I'm so sorry for your loss. I can't imagine what you must be going through.
2470,2470,"[usr] I love it when the new star wars movies come out, seeing all those kids (and adults) dress up for the theater really takes me back!",Do you dress up when the new movies come out also?,"That sounds like a lot of fun. I've never been to a theater to see a movie, only at home.",I haven't seen any of the new movies yet! I guess I need to catch up.
2471,2471,"[usr] I love it when the new star wars movies come out, seeing all those kids (and adults) dress up for the theater really takes me back! [sys] Do you dress up when the new movies come out also? [usr] I don't anymore, but when I was a kid, a friend and I dressed up as the hero and the villain for the premiere of Episode I.","Ah, I bet seeing all of the kids now dressed up does take you back to an earlier time.  Nostalgia has a way of getting to each of us.",That sounds like a lot of fun! Have you been to a theater to see a new movie?,That's sounds like a lot of fun. I've never been to a theater to see a movie.
